slug,name,publisher,url,region,tier,evidenceKind,lineage,editions,canonicalUrl,scaleNotes,notes
sun-city-tx-firewise-plant-guide-2015,Firewise Plant Guide,Sun City Texas Firewise Group,http://web.archive.org/web/20250114065810/https://www.sariverauthority.org/wp-content/uploads/2023/09/FIREWISE-PLANT-LIST-Sun-City.pdf,"Georgetown, Texas",2,hoa-exhibit,unknown,updated guide 2015-01-14,https://fireapproved.com/plants/source/sun-city-tx-firewise-plant-guide-2015/,"The source defines flammability hazard as the ease that a plant can burn at high temperatures for a prolonged time and says ratings above Medium should not be planted within five feet of a building. Very low and low map to recommend, medium/med maps to mixed, and high/very high maps to avoid.","The 11-page guide contains 159 rows with a populated flammability-hazard cell. Fifteen cultivar-specific or otherwise inexact identities are held rather than generalized to a species. The remaining 145 taxon-resolvable occurrences collapse to 142 exact accepted-GBIF evidence owners. Rows carrying only the separate INVASIVE warning and no flammability cell are not fire evidence. The guide says its information came from USDA PLANTS, Firewise Communities USA, Native and Adapted Landscape Plants, and other sources, but it gives no cell-level provenance or rating method, so lineage remains unknown. Archived PDF SHA-256: c97257e859255787dfec41cac2f8bf19fc1ba2592aedb2af5a3359e7108d3e6d."
tadaki-kira-fire-classification,Tree fire-protection classification in Hito to Shinrin (人と森林),Kyoritsu Shuppan; table reproduced by Kagoshima Prefecture,https://www.pref.kagoshima.jp/ah12/kurashi-kankyo/sumai/kankyo/hoshin3/theme10/273.html,Japan,1,expert-curated,independent (root of Japanese municipal fire-protection tree lists),Hito to Shinrin: Shinrin no Kankyo Chosetsu Sayo 1982-11; Kagoshima Prefecture web reproduction 2025-01-30,https://fireapproved.com/plants/source/tadaki-kira-fire-classification/,"Table 10-2 classifies 83 printed tree or plant labels by fire-protection power: large (大), medium (中), small (小), or unsuitable for fire protection (防火には不適). Large is ingested as recommend, unsuitable as avoid, and the two intermediate categories remain mixed.",The Kagoshima page attributes the complete table to Tadaki and Kira's 1982 book. Exact Japanese vernacular names in the GBIF backbone support the species/variety mappings; explicit source groups such as camellias and maples are retained at genus rank. Labels without a unique exact bridge are held. Web capture SHA-256: 186fa9b5423f67bfe25f33bc82b19eed23eafee1f8625356831ec32a859d487a.
tamfs-firewise-landscaping-in-texas,Firewise Landscaping in Texas: The Right Plant for the Right Place,Texas A&M Forest Service,https://tfsweb.tamu.edu/wp-content/uploads/2024/05/EDITED202012firelandscape.pdf,Texas,1,expert-curated,tamfs-texas-firewise,2012 2012-10-08,https://fireapproved.com/plants/source/tamfs-firewise-landscaping-in-texas/,"Twelve common-name examples appear in three placement bands: acceptable in the first 10 feet, 10 to 30 feet, and 30 feet and beyond. Ten labels resolve honestly at genus rank; Primrose and Bluebells remain taxonomy-held.","The guide says its general framework is adapted from the UF/IFAS-USFS Fire in the Wildland-Urban Interface series, while the Texas plant choices are its own. The plant rows therefore use a Texas-specific lineage rather than adding a duplicate UF/IFAS vote. The live official 13,504,978-byte PDF exactly matched the pinned input on 2026-08-26; SHA-256: 3375a2fd9c38f3c487c9cc2c01d46b5ada22519c4f5fc8f5165d7297ae0edfc1."
tfs-fire-resisting,Fire Resisting Garden Plants for the Urban Fringe and Rural Areas,Tasmania Fire Service (Chladil & Sheridan; photographs Royal Tasmanian Botanical Gardens),https://www.fire.tas.gov.au/mysite/publications/1709%20Brochure.pdf,"Tasmania, Australia",1,expert-curated,utas-tree,2017 2017-08; 2006 2006,https://fireapproved.com/plants/source/tfs-fire-resisting/,"Three flammability groups — High (do not plant or keep inside the Building Protection Zone; avoid in the Fuel Modified Zone), Moderate (avoid in the Building Protection Zone), and Low (acceptable in the Building Protection Zone). Verdict map: low = recommend, moderate = mixed, high = avoid. Native codes: TN Tasmanian native, AN mainland Australian native, E exotic, X known environmental weed in Tasmania.","The Tasmania Fire Service brochure rooted in Tasmania's flammability research lineage (Dickinson & Kirkpatrick 1985; Sheridan 1996). The 2017 printing (v8) carries content unchanged since Revision 3, 2006. Its columns defeat text extraction, so the table was transcribed explicitly from the rendered pages: 57 high, 53 moderate, 17 low."
travis-county-agrilife-firewise,Firewise Landscaping (Travis County),"Texas A&M AgriLife Extension, Travis County",https://travis-tx.tamu.edu/about-2/horticulture/basic-landscape-design/firewise-landscaping/,"Austin, Texas",2,compiled,unknown,live page 2024-01-16,https://fireapproved.com/plants/source/travis-county-agrilife-firewise/,"Four explicitly named examples of fire resistance or resistant growth characteristics map to recommend. Plants the page says should be restricted to zones 2 or 3, and plants its all-zone warning calls highly flammable, map to avoid.","The page was published 2020-07-09 and modified 2024-01-16. Its 64 safely taxon-resolvable occurrences collapse to 56 exact accepted-GBIF owners; the page repeats Sabal minor and Salvia rosmarinus within its Zone 1 list, then repeats five species and the Ilex genus in its all-zone warning. The broader phrases ""any type of palm"", ""ornamental grasses"", and ""sedges"" were held rather than inferred to a taxon. Source spelling damage and obsolete combinations remain in parser claims and are corrected only in explicit GBIF queries. Jo Anne Hargraves is credited with compiling the Zone 1 list, but the page does not identify its taxon-level lineage or method; linked firewise publications appear under Additional Resources rather than as list citations. Official HTML SHA-256: c61d8083ba57e91b6cb8463066a44a6bc58f11e6c88e51e83dce6ba0bbb7c960. The live page remained 95,482 bytes on 2026-08-26 but its dynamic rendering changed the file hash, so no new immutable acquisition claim is made."
ua-az1289,"FIREWISE Plant Materials for 3,000 ft. and Higher Elevations (AZ1289)",University of Arizona Cooperative Extension,https://extension.arizona.edu/sites/extension.arizona.edu/files/pubs/az1289.pdf,"Arizona above 3,000 feet / interior Southwest",2,compiled,csu-nmsu-firewise,2002 2002-08; 2011 revision 2011-12,https://fireapproved.com/plants/source/ua-az1289/,"Binary FIREWISE tables covering 25 tree rows, 16 grass rows, and 31 shrub rows. Verdict map: listed = recommend.","Tier 2 compiled evidence. The publication says it is based on and borrowed heavily from Chuck Dennis's Colorado State Forest Service / Colorado State University FIREWISE Plant Materials and a New Mexico State University Extension publication. It does not identify a root per row, so rows stay with this compiled source and never create an independent Tier 1 vote. The official site still serves the same 572,329-byte 2011 revision as of 2026-08-26; no 2025 AZ1289 was found. SHA-256: 9771e4c376b2c47d2da806015feec8b58f691d757e3b8ff7365ce282569661b2."
uc-anr-firewise,Firewise: Fire Resistant Plants,UC Master Gardeners of Butte County,https://ucanr.edu/blog/real-dirt/article/firewise-fire-resistant-plants-0,Butte County and California's North State,1,expert-curated,uc-tree,,https://fireapproved.com/plants/source/uc-anr-firewise/,"Curated recommendations within the Right Plant, Right Place, Right Care framing.","UC ANR curation. The statewide Fire Network's broader position is list-skeptical (""placement is more important than plant type""); that page is context, not the source of these examples. A 2026-08-26 reconciliation removed five earlier over-specific species joins from generic prose labels; only Eucalyptus at genus rank and Salvia rosmarinus remain exact owners."
ufifas-circ-1445,Fire in the Wildland-Urban Interface: Selecting and Maintaining Firewise Plants for Landscaping,"UF/IFAS Extension (Doran, Fill, Crandall, Randall, Long)",https://ask.ifas.ufl.edu/publication/FR147,Southeast US,1,expert-curated,ufifas-srs-tree,2023 2023-10-31,https://fireapproved.com/plants/source/ufifas-circ-1445/,Trait and maintenance guidance rather than a ranked table. Three named southern landscape examples are explicitly described as usually highly flammable and to be avoided in defensible space in high-risk areas.,Circular 1445 was first published in 2004 and revised in 2015 and 2023. Its three inline verdicts share the UF/IFAS-Southern Research Station evidence lineage and therefore do not add independent votes to related rows.
ufifas-circ-1453-methodology,Fire in the Wildland-Urban Interface: Preparing a Firewise Plant List for WUI Residents,UF/IFAS Extension and USDA Forest Service Southern Research Station,https://web.archive.org/web/20180506072559id_/http://edis.ifas.ufl.edu/pdffiles/FR/FR15100.pdf,Southeast US,1,expert-curated,ufifas-srs-tree,reviewed April 2018 2018-04,https://fireapproved.com/plants/source/ufifas-circ-1453-methodology/,"Primarily a methodology circular, not a ranked plant table. Its moisture-content discussion nevertheless names four succulent genera and explicitly calls them firewise plants that can be placed on a firewise plant list when locally suitable.",The live FR151 page and legacy PDF endpoint returned HTTP 410 on 2026-08-25. The reviewed-April-2018 PDF was recovered from the Internet Archive. These four inline examples share the UF/IFAS-Southern Research Station lineage and therefore do not add an independent vote to related rows.
ufifas-for71-fire-in-mind,Landscaping in Florida with Fire in Mind,University of Florida IFAS Extension and Florida Division of Forestry,https://web.archive.org/web/20051230192215/http://edis.ifas.ufl.edu/pdffiles/FR/FR07600.pdf,Florida,1,expert-curated,ufifas-srs-tree,FOR 71 / EDIS FR076 2001-01,https://fireapproved.com/plants/source/ufifas-for71-fire-in-mind/,A Less-Flammable Plants box names 23 common-name labels for defensible-space landscaping. A separate instruction names five flammable plants to remove within 30 feet of a home.,"Earliest recovered Florida firewise plant list and predecessor of the UF/IFAS WUI circular series. Because the source prints common names only, labels are represented conservatively at exact GBIF genus rank; black cherry plus wild plum and yaupon holly plus gallberry share genus owners. Ferns and wild olive remain unidentified. Capture SHA-256: 849654b3ee3a2227aab83893ce2c497bb0bd7ac2af718cd67fa377873f49e084."
uga-firescaping-georgia,Firescaping: Wildfire-Resistant Landscaping in Georgia,University of Georgia Warnell School of Forestry and Natural Resources,https://bugwoodcloud.org/resource/files/18516.pdf,Georgia,2,compiled,ufifas-srs-tree,WSFNR-20-96A 2020-12,https://fireapproved.com/plants/source/uga-firescaping-georgia/,"The publication is guidance rather than a ranked plant list. Its Immediate Zone paragraph names five genus-level examples among the vegetation that can grow within 0–5 feet of a structure when carefully maintained and limited in quantity. Only Sedum and Senecio are explicitly described as low-flammability; Phlox, Iris, and Viola are admitted as maintained herbaceous examples.","The plant-flammability section explicitly cites UF/IFAS Circular 1445 and FOR272, so this source remains in the UF/IFAS–Southern Research Station lineage rather than counting as an independent vote. Capture SHA-256: 6c3f9c3a6579af413dc3cb2dc3ab47e4b5a974fff77d1da6db832184011b8bd5. The current official 2,231,493-byte download exactly matched the reviewed input on 2026-08-26."
uk-forfs,Save Your Home from Wildfire (ForFS 17-01),University of Kentucky Cooperative Extension / Kentucky Division of Forestry,https://forestry.mgcafe.uky.edu/files/forfs17-01_save_your_home_from_wildfire.pdf,Kentucky,2,compiled,uk-forfs,2017 2017,https://fireapproved.com/plants/source/uk-forfs/,"Prose guidance naming three highly flammable plants to remove near the home (eastern red cedar, any pine, holly) and ten trees and shrubs that work well in defensible space. Verdict map: named-flammable = avoid, works-well = recommend. Thirteen taxa, resolved from common names with the resolution recorded on each row.","Kentucky's only named-species wildfire guidance. Tier 2: the mentions are a prose sentence, not a rated table. The live official 1,458,364-byte PDF exactly matched the pinned input on 2026-08-26; SHA-256: 29825c5115cb56bcceb556280deea4123d2da56b6fbc1ca2eb653564248f29b2."
unr-compilation-good-plant-choices,A Compilation of Good Plant Choices for Nevada's High Fire Hazard Areas (SP-05-16),University of Nevada Cooperative Extension,https://extension.unr.edu/publication.aspx?PubID=4762,Nevada / Great Basin,2,compiled,unr-tree,SP-05-16 2005,https://fireapproved.com/plants/source/unr-compilation-good-plant-choices/,"Binary compilation of plants reported as fire resistant, firewise, or favorably rated by at least two of eight named western source lists. An asterisk means some publication reviewers considered the plant a poor choice; those rows map to mixed rather than recommend.","Tier 2 corroboration only. The source explicitly disclaims making its own flammability determination and exposes the contributing AZ, CA, CO, ID, MT, OR, and UT source columns per row. Those columns are preserved in row claims, but the compilation never creates a new Tier 1 lineage vote."
unr-fs-97-36-greenstrips,Greenstrips: Another Tool to Manage Wildfire (Fact Sheet 97-36),University of Nevada Cooperative Extension,https://naes.agnt.unr.edu/PMS/Pubs/2020-3342.pdf,Northern Nevada / Great Basin,1,expert-curated,greenstrip-tree,Fact Sheet 97-36 1997,https://fireapproved.com/plants/source/unr-fs-97-36-greenstrips/,Table 1 names 15 common perennial plants used in greenstrips and gives characteristics important to establishment and use. Listed = recommend only within the recorded northern Nevada greenstrip placement. Fourteen rows fit the current taxon-rank schema; Poa canbyi is held out because its exact GBIF match resolves to a subspecies rank the schema cannot represent.,"Tier 1 extension curation with stated selection requirements: adaptation, establishment amid annual weeds, separated growth, low mature height, low fuel production, long green period, post-burn survival, and grazing tolerance. The note says greenstrips should be grazed or mown frequently enough to reduce fuel buildup. Same greenstrip-tree lineage as BLM, NRCS, and the cited 1986 University of Nevada fact sheet."
us-riis-v2,"United States Register of Introduced and Invasive Species, version 2.0",United States Geological Survey,https://www.usgs.gov/data/us-register-introduced-and-invasive-species-us-riis-all-versions,"Alaska, Hawaii, and the conterminous United States",,status-registry,usgs-us-riis,"Alaska register, version 2.0 2022; Hawaii register, version 2.0 2022; Conterminous United States register, version 2.0 2022",https://fireapproved.com/plants/source/us-riis-v2/,"Degree C3 is introduced and established, D2 is invasive, and E is widespread invasive. FireApproved preserves those as three statuses rather than turning every source row into the same warning.","USGS publishes the source under CC0 1.0. FireApproved's derived structured rows are CC BY 4.0. The three committed source archives, exact official URLs, versions, byte counts, SHA-256 hashes, and license separation are pinned in docs/research/us-riis-v2-source.yaml. The deterministic ingest preserves occurrenceID, modified date, source name and rank, degree code, and associated references. No production build fetches the archives."
usda-ams-state-noxious-weed-seed-2026,USDA AMS 2026 State Noxious-Weed Seed Requirements,"USDA Agricultural Marketing Service, Seed Regulatory and Testing Division",https://www.ams.usda.gov/sites/default/files/media/StateNoxiousWeedsSeedList.pdf,All 50 U.S. states; District of Columbia retained in the terminal source artifact,,regulatory-list,usda-ams-state-noxious-weed-seed,,https://fireapproved.com/plants/source/usda-ams-state-noxious-weed-seed-2026/,"Revised July 2026 state labeling requirements and prohibitions for noxious-weed seed. This source answers a seed-material question only. It does not establish whole-plant possession, planting, nursery-sale, transport, ecological-invasive, product, or fire status.","The workbook and 173-page PDF are pinned in the research source pack. Appendix A and B are archived but never used to bridge a taxon name because USDA warns that their variants may not exactly match state law. The normalized artifact preserves sheet rows, categories, printed names, limitations, notes, hashes, URLs, and terminal review dispositions."
usda-aphis-federal-noxious-7-cfr-360-200,"Federal noxious weed designations, 7 CFR 360.200",USDA Animal and Plant Health Inspection Service and the Office of the Federal Register,https://www.ecfr.gov/current/title-7/subtitle-B/chapter-III/part-360/section-360.200,United States,,regulatory-list,federal-register-ecfr,"eCFR Title 7, Part 360, up to date 2026-08-24 2026-08-24; APHIS Federal Noxious Weed List 2025-07-30",https://fireapproved.com/plants/source/usda-aphis-federal-noxious-7-cfr-360-200/,"Federal noxious weed is a legal designation, not an ecological degree or a FireApproved fire-performance classification. Section 360.200 states that a named taxon includes its subordinate taxa and supplies explicit exceptions.","The exact current eCFR XML and supplemental APHIS PDF are committed for reproducibility. Snapshot hashes, dates, terms, and the no-automatic- subordinate-projection policy are recorded in docs/research/federal-noxious-weed-source.yaml."
usda-plants-characteristics,USDA PLANTS Database — Plant Characteristics,USDA Natural Resources Conservation Service,https://plants.usda.gov/assets/docs/PLANTS_Help_Document_2022.pdf,United States,1,hardiness-reference,usda-plants-characteristics,PLANTS Help Document 2022 2022,https://fireapproved.com/plants/source/usda-plants-characteristics/,"The Temperature, Minimum (°F) characteristic is an exact temperature, not a plant-zone range. FireApproved retains the measurement and maps it only to the containing 2023 PHZM half-zone for comparison.","USDA defines the value as the lowest temperature recorded in the plant's historical range, or a record low January temperature within the current range when the former is unavailable. USDA states that the definition does not apply to summer annuals. Rows with an annual duration or missing duration therefore remain applicability-uncertain. Exact values outside the published PHZM scale are retained without clamping."
usfs-feis,Fire Effects Information System (FEIS),"USDA Forest Service, Missoula Fire Sciences Laboratory",https://research.fs.usda.gov/feis/species-reviews,national (US),2,compiled,unknown,,https://fireapproved.com/plants/source/usfs-feis/,Narrative species reviews; no single rating scale.,"Federal fire-ecology syntheses that cite the primary literature they summarize. Registered as a corroborator and context source for genus/species prose: it synthesizes other people's measurements and observations, so it counts as citation context, NEVER as an independent Tier 1 line of evidence, and it never votes in a derivation. FireApproved publishes concise authored paraphrases and exact section links; no FEIS imagery is republished."
usu-firewise-plants-utah,Firewise Plants for Utah Landscapes (NR/FF/002),Utah State University Extension,https://extension.usu.edu/smallfarms/files/FirewisePlantsUtLandscapes.pdf,Utah / Intermountain West,1,expert-curated,usu-kuhns,1998 1998-06; 2005 2005-02,https://fireapproved.com/plants/source/usu-firewise-plants-utah/,Binary list of 83 plants or plant groups that the source says can be firewise when properly placed and maintained. Verdict map: listed = recommend. Asterisks identify plants that may become weedy; they do not change the source's firewise verdict.,"Tier 1 expert curation by Michael Kuhns. Utah FFSL's 2007 Firewise Landscaping for Utah book was authored by Kuhns and Barbara Daniels and expands this fact sheet, so both publications belong to the single usu-kuhns lineage and never count as independent votes. The live official 183,034-byte PDF exactly matched the pinned input on 2026-08-26; SHA-256: 10ce740ce69b496a6b6742b66cd4fa97eadc82047881f69207e75531d9de84d8."
ut-sp685,Landscaping Guidelines to Protect Your Home from Wildfire (SP685),University of Tennessee Extension,https://utia.tennessee.edu/publications/wp-content/uploads/sites/269/2023/10/SP685.pdf,Tennessee,2,compiled,independent (va-task-force via carrier),2006 2006,https://fireapproved.com/plants/source/ut-sp685/,Binary Firewise plant tables (78 taxa). Verdict map: listed = recommend.,"A carrier, not an independent rater: SP685's plant tables are verbatim copies of Virginia Firescapes 430-300 rows (confirmed by row-text comparison; 430-300 is cited in its references), so rows landing on records with va-firescapes evidence resolve to that root. A handful of Tennessee-specific additions (Chinese fringetree, cornelian cherry, rabbiteye blueberry, Thunberg spirea) stay as SP685's own Tier 2 rows. The current official PDF is 846,154 bytes; SHA-256: c29cd2953f5e770d50367d5d523458f722c0a2814b532cb781fe42edc0adfebd."
utah-ffsl-firewise-landscaping,Firewise Landscaping for Utah (2007),"Utah Division of Forestry, Fire and State Lands / Utah State University Extension Forestry",https://web.archive.org/web/20230319012342/https://ffsl.utah.gov/wp-content/uploads/FirewiseLandscaping07.pdf,Utah,2,compiled,usu-kuhns,August 2007 2007-08,https://fireapproved.com/plants/source/utah-ffsl-firewise-landscaping/,The book expands Michael Kuhns's 1998/2005 USU Firewise Plants for Utah Landscapes fact sheet and is the same evidence lineage. Its recommend tables are not duplicated. The separately printed PLANTS TO AVOID passage supplies four tree-genus pyrophyte rows and one cheatgrass row.,The live FFSL file is gone; the recovered 40-page PDF and layout-preserving text are archived locally. Five avoid rows are ingested from page 15. The recommend tables remain represented by the 2005 USU root and never count as a second independent vote. No images were fetched.
utah-r68-9-noxious-weeds,State of Utah Noxious Weed List (R68-9),Utah Department of Agriculture and Food,https://ag.utah.gov/plant-industry/noxious-weed/state-of-utah-noxious-weed-list/,Utah,,regulatory-list,utah-r68-9,,https://fireapproved.com/plants/source/utah-r68-9-noxious-weeds/,"Classes 1A and 1B are early-detection priorities, Class 2 is control, Class 3 is containment, and Class 4 is prohibited for sale or propagation. The page gives Cynodon dactylon a Washington County exception, which is retained on its assertion rather than erased by a statewide label.",The official page did not state a reusable upstream license. FireApproved retains the source wording and attribution while publishing its own derived structured data under CC BY 4.0. The exact HTML snapshot is committed at docs/research/sources/plant-invasive-regulation/utah-noxious-weeds.html.
uts-2023-street-trees,Shoot flammability patterns in native and exotic street tree species at the WUI of eastern Australia,"Fire (Huber-Smith, Morley, Krix, Murray et al.; University of Technology Sydney)",https://opus.lib.uts.edu.au/rest/bitstreams/7110bce9-8388-4126-9775-748b4d1cd95c/retrieve,"Central Coast, New South Wales, Australia",1,lab-tested,uts-murray-tree,2023 2023-11-17,https://fireapproved.com/plants/source/uts-2023-street-trees/,"The paper finds that rankings across time-to-flame, flame duration, number of flaming events, and flame temperature are not concordant. Verdict map: the sole taxon the authors identify across attributes as a potential low-flammability street-tree candidate = recommend; every other measured taxon = mixed. No per-attribute extreme is promoted to an overall verdict.","Public full text is available from the UTS repository and the OA publisher. All ten species are represented. Krix and Murray recur across the UTS program, so this is one uts-murray-tree vote. The burner design follows the Jaureguiberry/Wyse method, but there is no author or dataset overlap with the Lincoln papers; method adoption alone does not merge those lineages."
uw-barnyards-firewise-2005,Firewise Landscaping,"University of Wyoming Extension, Barnyards & Backyards (Jody Walker, USDA NRCS)",https://www.uwyo.edu/barnbackyard/_files/documents/magazine/2005/spring/firewise-spring-barnyards-2005.pdf,Wyoming,2,compiled,firewise-traits,"Barnyards & Backyards, Spring 2005 2005",https://fireapproved.com/plants/source/uw-barnyards-firewise-2005/,The article explicitly separates examples of fire-prone plants from examples of fire-resistant plants and plants for a Firewise landscape. Fire-prone maps to avoid; fire-resistant and Firewise examples map to recommend.,"Ten examples have unambiguous species or genus identities. “Most conifers,” cottonwood, aspens, mahogany, mountain maple, succulents, herbaceous species, wildflowers, and groundcovers were held because the printed common or group name does not define one exact taxon. Repeated examples were represented once. The live official 195,199-byte PDF exactly matched the pinned input on 2026-08-26. PDF SHA-256: 77cd64f5ff73ce54877f0892b7d14a6498008fcf36d5b524321b358f3d31ba77."
va-firescapes,Virginia Firescapes — Firewise Landscaping for Woodland Homes (430-300),"Virginia Cooperative Extension / Virginia Tech (Appleton, Frenzel, Hillegass, Lyons, Steward — Virginia Firewise Landscaping Task Force)",http://web.archive.org/web/20090709143736/http://pubs.ext.vt.edu/430/430-300/430-300.pdf,Virginia / Mid-Atlantic,1,expert-curated,ufifas-srs-tree,2009 2009,https://fireapproved.com/plants/source/va-firescapes/,"Three-point flammability rating (H / M / L, ""more or less forest fire-prone"") across six tables of deciduous and evergreen trees and shrubs, groundcovers, and vines. Verdict map: L = recommend, M = mixed, H = avoid. Every evergreen tree and shrub in the list is rated H.","Produced by the Virginia Firewise Landscaping Task Force (Virginia Tech, Virginia Department of Forestry, soil and water district, and Larry Steward). Steward also rated the Fire Performance Plant Selector and co-authored OSU B921, so the three lists share a rater and are not fully independent of one another. Nativity column marks Virginia natives; a blank cell means not marked native, not a verdict. Clematis virginiana's rating cell is blank in the printed source (verified against the page image) and is recorded as not-rated. The Ilex x 'Nellie R. Stevens' cultivar row is taxonomy-held because GBIF has no exact cultivar match; it is not broadened to the genus or a parent hybrid. Reviewed PDF: 441,864 bytes; SHA-256: eb65d1215fc6039a854315958a9bf3304e69a478b7e027134aaa9e50af63c295."
valette-1990,Inflammabilités des espèces forestières méditerranéennes (Valette 1990),"INRA Station de Sylviculture méditerranéenne, Avignon (Revue Forestière Française XLII)",https://hal.inrae.fr/hal-03426210,Mediterranean France / Provence,1,lab-tested,inra-tree,1990 1990,https://fireapproved.com/plants/source/valette-1990/,"Epiradiator inflammability testing (ignition frequency x mean ignition delay) producing monthly inflammability notes 0-5 for 32 Mediterranean species across May-April — 0 peu inflammable through 5 extrêmement inflammable. Verdict map (recorded judgment): the July-September fire-season maximum note drives the verdict — 0-2 recommend, 3 mixed, 4-5 avoid — with the full monthly row preserved as a claim and the original French class term quoted.","The French laboratory root: INRA Avignon's standard inflammability protocol, the evidence base behind Provence garden guidance and the reference method across the western Mediterranean. First non-English source in the corpus under the all-English extraction policy. Notable rows: rosemary peaks at 3 (inflammable), holm oak and chestnut at 5, the eucalypts at 5 year-round, cypress at 2-3."
valparaiso-2021-leaf-thermal-chemical,Leaf thermal and chemical properties as natural drivers of plant flammability,IJERPH (Guerrero et al.; UTFSM),https://mdpi-res.com/d_attachment/ijerph/ijerph-18-07191/article_deploy/ijerph-18-07191-v2.pdf,"Peñuelas Lake National Reserve, Valparaíso, Chile",1,lab-tested,guerrero-utfsm-tree,2021 2021-07-05,https://fireapproved.com/plants/source/valparaiso-2021-leaf-thermal-chemical/,Table 2 applies Valette's 0-5 live-leaf flammability index. Verdict map: 0-1 = recommend; 2-3 = mixed; 4-5 = avoid. Ignition frequency and mean ignition time are retained per species.,"Complete CC-BY full text and Table 2 are public. All five exact taxa are represented. Guerrero/UTFSM, the Peñuelas study site, and the species panel overlap the 2020 thermochemistry paper, so both remain one guerrero-utfsm-tree vote despite the new epiradiator measurements."
virginia-2vac5-317-noxious-weeds-2024,"Virginia 2VAC5-317 Tier 1, Tier 2, and Tier 3 Noxious Weeds",Virginia Board of Agriculture and Consumer Services,https://law.lis.virginia.gov/admincode/title2/agency5/chapter317/section20/,Virginia,,regulatory-list,virginia-2vac5-317-noxious-weeds,,https://fireapproved.com/plants/source/virginia-2vac5-317-noxious-weeds-2024/,"The current regulation names three Tier 1, seven Tier 2, and sixteen Tier 3 noxious weeds. The tiers describe presence and feasibility of eradication or suppression; they do not create three uniform sales classes. Section 30 prohibits movement of a regulated article unless it is accompanied by a valid certificate or permit. Section 10 defines a regulated article as a listed weed or an article carrying or capable of carrying one. It separately defines a certificate as commissioner-issued or authorized documentation of noncontamination and a permit as movement to restricted destinations for limited handling, utilization, processing, or scientific purposes.","The official Virginia Register final record, VA.R. Doc. No. R21-6889, filed May 15, 2024 and effective July 4, 2024, adds one Tier 2 and eleven Tier 3 species and prints the same 26-row list as the current code page. The current Section 10 definitions and Section 30 movement rule supply the legal effect, including the distinct certificate and permit meanings under the rule's either-or operating path. The amendment date identifies the current list edition; it is not assigned as the original designation date of every older row. Legal status, ecological invasion, seed regulation, and fire performance remain separate dimensions."
wa-dnr-eastern-wa,Fire-Resistant Plants for Eastern Washington,Washington State Department of Natural Resources,https://dnr.wa.gov/publications/rp_fire_resistant_plants_guide_easternwa.pdf,eastern WA,2,compiled,unknown,,https://fireapproved.com/plants/source/wa-dnr-eastern-wa/,Binary recommend.,"Master Gardener compilation. Its own acknowledgments state it ""lists only fire-resistant plants that are in other Firewise documents"" and that no empirical research was performed. Lineage unknown but likely overlaps the PNW 590 tree; WA DNR separately hosts PNW 590 (2006) verbatim. Counts as corroboration, never as an independent Tier 1 line of evidence."
washington-wac-16-750-2026,Washington State Noxious Weed List (WAC 16-750),Washington State Noxious Weed Control Board and Washington State Legislature,https://app.leg.wa.gov/WAC/default.aspx?cite=16-750,Washington,,regulatory-list,washington-wac-16-750,,https://fireapproved.com/plants/source/washington-wac-16-750-2026/,"Class A weeds require eradication. Class B control requirements depend on the WAC region, and counties may require control of Class C weeds. The class and this distinction remain attached to every published assertion.","Exact official HTML snapshots for Classes A, B, and C and the official 2026 scientific-name PDF are committed under the L2 research source directory. The official source does not state a reusable upstream license; FireApproved's derived structured output remains CC BY 4.0."
wcvp-v16,"World Checklist of Vascular Plants, version 16","Royal Botanic Gardens, Kew",https://sftp.kew.org/pub/data-repositories/WCVP/wcvp.zip,global,,range-database,kew-wcvp,,https://fireapproved.com/plants/source/wcvp-v16/,Accepted taxonomy and native or introduced distribution at WGSRPD level 3. Distribution and nativity are separate from FireApproved fire evidence and this source never votes in a fire classification.,"Source archive extracted 2026-06-04 and retrieved 2026-08-26. Its bundled README states CC BY 3.0 and prints DOI 10.34885/egs6-cp24; that DOI returned 404 during retrieval and is retained verbatim rather than silently changed. Kew's registered GBIF WCVP dataset DOI, 10.15468/6h8ucr, resolves; it is recorded separately and does not relicense the native archive used here. The native Kew endpoint is mutable. Its hash detects drift, but because the exact archive is not stored here it is not described as a frozen snapshot. FireApproved publishes derived structured rows under CC BY 4.0 with this attribution. Archive SHA-256 d32ea2b3a85e489b14e83bcc9eae7274532e1d113753f7be290d4b2dfde573fa."
wdnr-uwex,Firewise Landscaping — A Guide to Protecting Your Home from Wildfire,Wisconsin DNR / UW-Extension (Minnesota DNR-distributed edition),https://files.dnr.state.mn.us/assistance/backyard/firewise/firewiseLandscaping.pdf,Wisconsin / western Great Lakes,1,expert-curated,wdnr-uwex,2008 2008,https://fireapproved.com/plants/source/wdnr-uwex/,"Binary-recommend guide: named ""Firewise Plant"" profiles plus a table of suggested firewise plants also suitable for shoreland buffers. Verdict map: listed = recommend. The archived extract yields 22 verifiable taxa (7 sidebar profiles + 15 wet-habitat table species).","Minnesota DNR defers to this Wisconsin guide, so its rows also serve the Minnesota audience. Small corroborator; several profile species already carry stronger evidence in the corpus. Minnesota's hosting is not projected as exact Minnesota publication scope or counted as a second vote."
