plantId,scientificName,acceptedName,family,plantForm,flammabilityClass,ratingReason,recommendation,canonicalUrl,source,sourcePage,original,via,verdict,verdictRaw,claims,claimOriginal,score,plantPart,condition,sourcePlacement,edition,documentDate,sourceUrl,accessedOn
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Raubenheimer2021,,not-rated,flaming duration (s): 57.31,"FLAMITS record 10935; Sustainability measurement; plant part whole plant; fuel live; predrying no; device burning bench; site Raubenheimer2021-1; sampling ND. Primary study Raubenheimer2021: Raubenheimer, S. L., Simpson, K., Carkeek, R., & Ripley, B. (2021). Could CO2-induced changes to C4 grass flammability aggravate savanna woody encroachment? African Journal of Range & Forage Science, 39, 82-95.",,"{""value"":57.31,""scale"":""FLAMITS — flaming duration (s)""}",whole-plant,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Raubenheimer2021,,not-rated,mass loss rate (g/s): 0.0036,"FLAMITS record 10936; Combustibility measurement; plant part whole plant; fuel live; predrying no; device burning bench; site Raubenheimer2021-1; sampling ND. Primary study Raubenheimer2021: Raubenheimer, S. L., Simpson, K., Carkeek, R., & Ripley, B. (2021). Could CO2-induced changes to C4 grass flammability aggravate savanna woody encroachment? African Journal of Range & Forage Science, 39, 82-95.",,"{""value"":0.0036,""scale"":""FLAMITS — mass loss rate (g/s)""}",whole-plant,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Raubenheimer2021,,not-rated,mass loss rate (g/s): 0.004,"FLAMITS record 10937; Combustibility measurement; plant part whole plant; fuel live; predrying no; device burning bench; site Raubenheimer2021-1; sampling ND. Primary study Raubenheimer2021: Raubenheimer, S. L., Simpson, K., Carkeek, R., & Ripley, B. (2021). Could CO2-induced changes to C4 grass flammability aggravate savanna woody encroachment? African Journal of Range & Forage Science, 39, 82-95.",,"{""value"":0.004,""scale"":""FLAMITS — mass loss rate (g/s)""}",whole-plant,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Raubenheimer2021,,not-rated,mass loss rate (g/s): 0.0042,"FLAMITS record 10938; Combustibility measurement; plant part whole plant; fuel live; predrying no; device burning bench; site Raubenheimer2021-1; sampling ND. Primary study Raubenheimer2021: Raubenheimer, S. L., Simpson, K., Carkeek, R., & Ripley, B. (2021). Could CO2-induced changes to C4 grass flammability aggravate savanna woody encroachment? African Journal of Range & Forage Science, 39, 82-95.",,"{""value"":0.0042,""scale"":""FLAMITS — mass loss rate (g/s)""}",whole-plant,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Raubenheimer2021,,not-rated,mass loss rate (g/s): 0.0041,"FLAMITS record 10939; Combustibility measurement; plant part whole plant; fuel live; predrying no; device burning bench; site Raubenheimer2021-1; sampling ND. Primary study Raubenheimer2021: Raubenheimer, S. L., Simpson, K., Carkeek, R., & Ripley, B. (2021). Could CO2-induced changes to C4 grass flammability aggravate savanna woody encroachment? African Journal of Range & Forage Science, 39, 82-95.",,"{""value"":0.0041,""scale"":""FLAMITS — mass loss rate (g/s)""}",whole-plant,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Simpson2016,,not-rated,time to flaming (s): 1.12,"FLAMITS record 12816; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Simpson2016-1; sampling july. Primary study Simpson2016: Simpson, K. J., Ripley, B. S., Christin, P. A., Belcher, C. M., Lehmann, C. E., Thomas, G. H., & Osborne, C P. (2016). Determinants of flammability in savanna grass species. Journal of Ecology, 104, 138-148.",,"{""value"":1.12,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Simpson2016,,not-rated,time to flaming (s): 1.11,"FLAMITS record 12817; Ignitability measurement; plant part leaves; fuel live; predrying yes; device epiradiator; site Simpson2016-1; sampling july. Primary study Simpson2016: Simpson, K. J., Ripley, B. S., Christin, P. A., Belcher, C. M., Lehmann, C. E., Thomas, G. H., & Osborne, C P. (2016). Determinants of flammability in savanna grass species. Journal of Ecology, 104, 138-148.",,"{""value"":1.11,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Simpson2016,,not-rated,mass loss rate (g/s): 0.04,"FLAMITS record 12864; Combustibility measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Simpson2016-1; sampling july. Primary study Simpson2016: Simpson, K. J., Ripley, B. S., Christin, P. A., Belcher, C. M., Lehmann, C. E., Thomas, G. H., & Osborne, C P. (2016). Determinants of flammability in savanna grass species. Journal of Ecology, 104, 138-148.",,"{""value"":0.04,""scale"":""FLAMITS — mass loss rate (g/s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Simpson2016,,not-rated,mass loss rate (g/s): 0.04,"FLAMITS record 12865; Combustibility measurement; plant part leaves; fuel live; predrying yes; device epiradiator; site Simpson2016-1; sampling july. Primary study Simpson2016: Simpson, K. J., Ripley, B. S., Christin, P. A., Belcher, C. M., Lehmann, C. E., Thomas, G. H., & Osborne, C P. (2016). Determinants of flammability in savanna grass species. Journal of Ecology, 104, 138-148.",,"{""value"":0.04,""scale"":""FLAMITS — mass loss rate (g/s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Simpson2016,,not-rated,flaming duration (s): 5.1,"FLAMITS record 12912; Sustainability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Simpson2016-1; sampling july. Primary study Simpson2016: Simpson, K. J., Ripley, B. S., Christin, P. A., Belcher, C. M., Lehmann, C. E., Thomas, G. H., & Osborne, C P. (2016). Determinants of flammability in savanna grass species. Journal of Ecology, 104, 138-148.",,"{""value"":5.1,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
themeda-triandra,Themeda triandra,Themeda triandra,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/themeda-triandra/,flamits,https://fireapproved.com/plants/source/flamits/,Simpson2016,,not-rated,flaming duration (s): 4.72,"FLAMITS record 12913; Sustainability measurement; plant part leaves; fuel live; predrying yes; device epiradiator; site Simpson2016-1; sampling july. Primary study Simpson2016: Simpson, K. J., Ripley, B. S., Christin, P. A., Belcher, C. M., Lehmann, C. E., Thomas, G. H., & Osborne, C P. (2016). Determinants of flammability in savanna grass species. Journal of Ecology, 104, 138-148.",,"{""value"":4.72,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thermopsis-divaricarpa,Thermopsis divaricarpa,Thermopsis rhombifolia,Fabaceae,perennial,fire-resistant,consensus,on-list,https://fireapproved.com/plants/thermopsis-divaricarpa/,idaho-firewise-master-db,https://fireapproved.com/plants/source/idaho-firewise-master-db/,,,recommend,fire-resistance score 8 of 10,,,"{""value"":8,""scale"":""idaho-0-10""}",,,"{""value"":""plantable at 30' from home"",""scheme"":""idaho-distance""}",,,https://idahofirewise.org/wp-content/uploads/2017/04/FireXResistanceXofXPlantsXMasterXDatabase.pdf,2026-08-23T00:00:00.000Z
thermopsis-divaricarpa,Thermopsis divaricarpa,Thermopsis rhombifolia,Fabaceae,perennial,fire-resistant,consensus,on-list,https://fireapproved.com/plants/thermopsis-divaricarpa/,osu-em-9103,https://fireapproved.com/plants/source/osu-em-9103/,,,recommend,fire-resistant plants that thrive in Willamette Valley growing conditions,The perennials profile lists Thermopsis divaricarpa as Spreading Golden Banner. The profile prints USDA Hardiness Zone: 4–8.,,,whole-plant,,"{""value"":""Spreading Golden Banner profile (PDF page 92)"",""scheme"":""osu-em-9103-profile""}","EM 9103, February 2015",2015-02-01T00:00:00.000Z,https://www.canbyfire.org/files/074d2a9e3/Fire-Resistant-Plants_Willamette-Valley.pdf,2026-08-25T00:00:00.000Z
thermopsis-divaricarpa,Thermopsis divaricarpa,Thermopsis rhombifolia,Fabaceae,perennial,fire-resistant,consensus,on-list,https://fireapproved.com/plants/thermopsis-divaricarpa/,csu-6305,https://fireapproved.com/plants/source/csu-6305/,idaho-firewise-master-db,,recommend,ignitability score 8 of 10,CSU 6.305 table lists Thermopsis rhombifolia var. divaricarpa (spreadfruit golden banner) with the preserved ignitability score.,,"{""value"":8,""scale"":""idaho-0-10""}",whole-plant,,"{""value"":""suitable for defensible-space zones 1-2 (score 8+)"",""scheme"":""csu-hiz""}",2025,2025-07-01T00:00:00.000Z,https://csfs.colostate.edu/wp-content/uploads/2025/08/CSFS_CSU-Ext_Fact-Sheets_IRLP_2025_081825-2_web_accessible.pdf,2026-08-23T00:00:00.000Z
thermopsis-divaricarpa,Thermopsis divaricarpa,Thermopsis rhombifolia,Fabaceae,perennial,fire-resistant,consensus,on-list,https://fireapproved.com/plants/thermopsis-divaricarpa/,fremont-county-wy-firewise-list,https://fireapproved.com/plants/source/fremont-county-wy-firewise-list/,,,recommend,Fremont County Firewise Plant List — Thermopsis divaricarpa — Spreading Golden Banner,"Listed in the source's Ground Covers section; the page describes its listed Firewise plants as generally low-growing, low-debris, and relatively moist.",,,whole-plant,,,web page (server last-modified 2011-02-25),2011-02-25T00:00:00.000Z,http://www.fremontcountyfirewise.com/WyomingFirewisePlantList.htm,2026-08-25T00:00:00.000Z
thinopyrum-intermedium,Elytrigia intermedia,Thinopyrum intermedium,Poaceae,grass,mixed-evidence,limited-evidence,candidate,https://fireapproved.com/plants/thinopyrum-intermedium/,nv-forestry-tahoe-landscaping-guide,https://fireapproved.com/plants/source/nv-forestry-tahoe-landscaping-guide/,,,recommend,"low — Wheatgrass, intermediate and pubescent — Elytrigia intermedia","Table 1's Fire Hazard column prints “low” for this taxon. The guide calls the rating a rough estimate of potential flammability, not a result of scientific trials. Its footnote says plants that turn brown often become high fire hazards and tells readers to mow grasses and forbs when they begin to turn brown.",,,whole-plant,,"{""value"":""Fire Hazard column: low"",""scheme"":""tahoe-guide-2006""}",Bulletin 06-01 (2006),2006-01-01T00:00:00.000Z,https://forestry.nv.gov/uploads/missions/20210304_AMT_2006_Home_Landscaping_Guide_Lake_Tahoe.pdf,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,grants-pass,https://fireapproved.com/plants/source/grants-pass/,,,avoid,listed highly flammable,,,,,,,,,https://www.grantspassoregon.gov/289/Fire-Resistant-vs-Highly-Flammable-Plant,2026-08-23T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,ashland-best-practices,https://fireapproved.com/plants/source/ashland-best-practices/,,,avoid,listed highly flammable,,,,,,,,,https://www.ashlandoregon.gov/919/Best-Practices-for-Fire-Resistant-Landsc,2026-08-23T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,fps-eastern-us,https://fireapproved.com/plants/source/fps-eastern-us/,,,avoid,NOT Firewise (4),Commonly used upright landscape evergreen-multi-stem form opens in heavy snow-very susceptable to bagworms.,,,,,"{""value"":""LZ3"",""scheme"":""fps-landscape-zone""}",2016-wayback,,,2026-08-23T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,osu-b921,https://fireapproved.com/plants/source/osu-b921/,,,avoid,H flammability,Requires good drainage; pH adaptive; drought tolerant.,,,,,"{""value"":""keep 30 ft from the home (Zone 3)"",""scheme"":""b921-siting""}",2006,,http://web.archive.org/web/20070714035936/http://www.firewise.org/usa/files/ohio_plantlist.pdf,2026-08-23T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,va-firescapes,https://fireapproved.com/plants/source/va-firescapes/,,,avoid,H flammability,Requires good drainage. Not heat tolerant.,,,,,,2009,,http://web.archive.org/web/20090709143736/http://pubs.ext.vt.edu/430/430-300/430-300.pdf,2026-08-23T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,msu-e2948,https://fireapproved.com/plants/source/msu-e2948/,,,recommend,considered wildfire-resistant and are recommended for Michigan’s climate,Table 1 rows: Thuja occidentalis (American arborvitae); Thuja occidentalis (American arborvitae).,,,,,,"New, January 2007",2007-01-01T00:00:00.000Z,https://web.archive.org/web/20070714035839/http://www.firewise.org/usa/files/mi_wildfire_resistant.pdf,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,time to flaming (s): 63.09,"FLAMITS record 3665; Ignitability measurement; plant part leaves; fuel all; predrying yes; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":63.09,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,flaming duration (s): 90.86,"FLAMITS record 3680; Sustainability measurement; plant part leaves; fuel all; predrying yes; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":90.86,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,ignition frequency (%): 33.5,"FLAMITS record 3695; Ignitability measurement; plant part leaves; fuel all; predrying yes; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":33.5,""scale"":""FLAMITS — ignition frequency (%)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,flame propagation: 0.43,"FLAMITS record 3710; Combustibility measurement; plant part leaves; fuel all; predrying yes; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":0.43,""scale"":""FLAMITS — flame propagation""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,time to flaming (s): 17.37,"FLAMITS record 3725; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":17.37,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,flaming duration (s): 9.36,"FLAMITS record 3740; Sustainability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":9.36,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Ganteaume2018,,not-rated,ignition frequency (%): 46,"FLAMITS record 3755; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Ganteaume2018-1; sampling summer. Primary study Ganteaume2018: Ganteaume, A. (2018). Does plant flammability differ between leaf and litter bed scale? Role of fuel characteristics and consequences for flammability assessment. International Journal of Wildland Fire, 27, 342-352.",,"{""value"":46,""scale"":""FLAMITS — ignition frequency (%)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,time to flaming (s): 2.6,"FLAMITS record 11334; Ignitability measurement; plant part litter; fuel dead; predrying yes; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":2.6,""scale"":""FLAMITS — time to flaming (s)""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,maximum flame temperature (°C): 612.6,"FLAMITS record 11340; Combustibility measurement; plant part litter; fuel dead; predrying yes; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":612.6,""scale"":""FLAMITS — maximum flame temperature (°C)""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,flaming duration (s): 19.6,"FLAMITS record 11346; Sustainability measurement; plant part litter; fuel dead; predrying yes; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":19.6,""scale"":""FLAMITS — flaming duration (s)""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,temperature at flaming (°C): 351.9,"FLAMITS record 11352; Ignitability measurement; plant part litter; fuel dead; predrying yes; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":351.9,""scale"":""FLAMITS — temperature at flaming (°C)""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,flammability value: 100,"FLAMITS record 11358; Ignitability measurement; plant part litter; fuel dead; predrying yes; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":100,""scale"":""FLAMITS — flammability value""}",litter,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,time to flaming (s): 26.3,"FLAMITS record 11364; Ignitability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":26.3,""scale"":""FLAMITS — time to flaming (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,maximum flame temperature (°C): 466,"FLAMITS record 11371; Combustibility measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":466,""scale"":""FLAMITS — maximum flame temperature (°C)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
thuja-occidentalis,Thuja occidentalis,Thuja occidentalis,Cupressaceae,shrub,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/thuja-occidentalis/,flamits,https://fireapproved.com/plants/source/flamits/,Romero2019,,not-rated,flaming duration (s): 18.5,"FLAMITS record 11378; Sustainability measurement; plant part leaves; fuel live; predrying no; device epiradiator; site Romero2019-1; sampling july. Primary study Romero2019: Romero, B., Fernandez, C., Lecareux, C., Ormeño, E., & Ganteaume, A. (2019). How terpene content affects fuel flammability of wildlandurban interface vegetation. International Journal of Wildland Fire, 28, 614.",,"{""value"":18.5,""scale"":""FLAMITS — flaming duration (s)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
